RecordID,carat,cut,color,clarity,depth,table,x,y,z,price
24004,0.31,Ideal,G,VVS2,62.6,57,4.33,4.29,2.7,907
24005,1.02,Good,F,VS1,62.6,54.3,6.41,6.45,4.02,8011
24006,1.03,Ideal,G,SI1,62.4,57,6.52,6.47,4.05,4764
24007,0.53,Ideal,G,VS2,62.5,55,5.2,5.17,3.24,1607
24009,1.07,Ideal,G,VVS2,61.9,56,6.6,6.62,4.09,9169
24010,1.1,Ideal,E,SI2,61.6,56,6.66,6.63,4.09,5359
24013,0.71,Very Good,J,VS2,62.8,61,5.63,5.71,3.56,1821
24016,0.7,Ideal,I,VS1,63.1,54,5.61,5.67,3.56,2142
24017,0.52,Ideal,D,SI1,63,57,5.14,5.12,3.23,1605
24021,1.04,Ideal,H,SI2,61.7,57,6.49,6.54,4.02,4461
24022,0.51,Premium,F,VS2,62.1,58,5.09,5.12,3.17,1569
24027,0.63,Ideal,G,SI1,,58,5.44,5.48,3.4,1711
24028,0.4,Ideal,I,VS1,,56,4.72,4.68,2.96,945
24031,0.72,Very Good,I,VVS2,62.5,56,5.7,5.72,3.57,2530
24032,1.05,Fair,J,SI2,65.8,59,6.41,6.27,4.18,2789
24033,2.11,Premium,I,SI2,,56,8.23,8.13,5.1,13701
24038,1,Very Good,D,SI2,62.8,58,6.29,6.39,3.98,4595
24044,0.71,Very Good,I,SI1,60.4,63,5.8,5.73,3.48,2028
24045,1.73,Very Good,I,SI2,62,58,7.6,7.69,4.74,9292
24048,0.34,Ideal,G,VS2,62.1,57,4.46,4.5,2.78,596
24054,1.04,Premium,F,VS1,59.4,60,6.58,6.56,3.9,7632
24057,0.32,Premium,F,VS2,59.7,62,4.43,4.38,2.63,773
24061,1.1,Ideal,F,VVS2,61.2,56,6.66,6.74,4.1,10487
24065,0.71,Very Good,D,VS1,58.1,62,5.84,5.89,3.41,3145
24066,1.71,Premium,I,SI1,60.2,58,7.79,7.75,4.68,11104
24071,1.08,Premium,G,VS1,62,60,6.55,6.51,4.05,6689
24073,0.43,Very Good,G,VS1,58.4,60,4.95,4.98,2.9,817
24075,0.4,Very Good,E,SI1,62.2,54.4,4.72,4.76,2.95,837
24077,0.35,Premium,G,IF,60.6,60,4.57,4.54,2.76,1116
24078,1.51,Premium,H,VS2,60.6,58,7.42,7.36,4.48,10411
24082,1,Premium,F,SI1,62.7,59,6.36,6.4,4,5197
24085,0.24,Ideal,G,IF,60.8,58,4.01,4.05,2.44,559
24086,0.3,Premium,H,VS2,62.5,59,4.28,4.23,2.66,608
24088,0.33,Ideal,F,VVS1,61.9,56,4.47,4.42,2.75,1021
24092,0.32,Very Good,H,VVS1,61.2,57,4.39,4.42,2.69,672
24094,1.2,Premium,J,SI1,60.6,59,6.88,6.84,4.16,4838
24096,0.39,Premium,H,VVS2,62.1,58,4.65,4.63,2.88,1097
24097,0.43,Ideal,E,VVS2,60.8,57,4.9,4.87,2.97,1135
24099,0.38,Ideal,F,VS2,62.4,54,4.65,4.6,2.89,969
24103,1.21,Ideal,E,SI1,62.3,56,6.87,6.81,4.26,7088
24105,1.5,Premium,H,VS2,61.2,61,7.32,7.25,4.46,10478
24108,0.42,Ideal,G,VVS2,61.3,56,4.82,4.81,2.95,1103
24115,1.01,Premium,D,SI1,62.6,58,6.33,6.44,4,5443
24117,0.5,Premium,G,VVS2,62.2,61,5.09,5.07,3.16,1806
24118,0.3,Ideal,F,VS1,61.8,53,4.32,4.36,2.68,621
24119,0.32,Ideal,H,IF,62.2,54,4.37,4.41,2.73,814
24121,0.79,Ideal,I,VS2,63,58,5.85,5.89,3.7,2712
24127,0.72,Ideal,J,SI1,62.3,56,5.75,5.78,3.59,1864
24131,0.54,Ideal,H,VVS2,61.1,56,5.23,5.28,3.21,1696
24133,0.4,Premium,F,VS2,61,58,4.72,4.79,2.9,842
24135,0.41,Premium,F,VS2,61.3,58,4.84,4.79,2.95,1107
24139,0.31,Very Good,F,VS2,62.8,57,4.34,4.36,2.73,625
24140,1.51,Very Good,I,VS1,61.8,63,7.28,7.34,4.52,9467
24143,1.01,Premium,H,VS1,60.9,62,6.52,6.49,3.96,5000
24144,0.74,Ideal,F,VS1,62.3,56,5.79,5.76,3.6,3170
24147,0.9,Premium,D,SI1,62.4,61,6.17,6.13,3.84,4612
24148,0.9,Very Good,E,SI2,59.9,57,6.25,6.34,3.77,4288
24149,0.33,Ideal,G,VVS1,60.9,57,4.49,4.51,2.74,838
24150,0.43,Good,G,VS2,61.8,60.7,4.8,4.84,2.99,891
24151,1,Ideal,F,VVS2,61.9,57,6.47,6.42,3.99,9354
24153,0.74,Ideal,H,VS1,62.1,55,5.82,5.84,3.62,3254
24159,1.18,Premium,H,SI1,60.1,60,6.89,6.75,4.1,4746
24160,1.2,Premium,H,VS2,60.6,58,6.82,6.88,4.15,6547
24161,1.26,Very Good,G,VVS2,62.1,58,6.92,6.83,4.27,9158
24162,0.31,Ideal,E,VVS2,61.7,56,4.33,4.36,2.68,816
24166,1,Premium,F,VS1,59.2,60,6.53,6.48,3.58,7056
24169,0.59,Ideal,H,SI2,61.9,55,5.37,5.39,3.33,1292
24170,1.01,Premium,H,SI1,61.3,58,6.47,6.39,3.94,4513
24172,0.32,Ideal,E,VVS1,,57,4.42,4.45,2.72,890
24176,2.5,Fair,J,SI2,66.9,58,8.36,8.22,5.55,14652
24178,0.5,Premium,G,VVS1,61.3,57,5.15,5.07,3.13,1987
24179,0.72,Very Good,D,SI2,59.8,60,5.76,5.81,3.46,2294
24182,1.51,Very Good,H,SI2,62.3,58,7.31,7.35,4.57,9107
24183,0.5,Very Good,F,SI1,62.3,60,5.07,5.11,3.17,1250
24186,0.3,Premium,E,VS2,59.2,59,4.37,4.41,2.6,658
24187,0.4,Ideal,D,SI1,62.5,55,4.71,4.73,2.95,741
24190,1.03,Ideal,G,VS1,,57,6.44,6.47,4.01,6558
24194,0.44,Ideal,H,SI1,60.9,57,4.92,4.9,2.99,1069
24198,1.37,Ideal,G,VS1,62.2,55,7.09,7.12,4.42,10927
24201,0.9,Ideal,F,SI2,61.8,56,6.18,6.21,3.83,4593
24202,0.5,Fair,G,VVS2,66.1,62,4.92,4.88,3.24,1659
24204,0.56,Ideal,D,IF,61.9,57,5.28,5.31,3.28,4293
24205,1.07,Premium,G,SI1,61.6,58,6.6,6.56,4.05,5453
24208,0.71,Premium,F,SI1,60.7,54,5.84,5.8,3.53,2809
24209,0.5,Ideal,G,VS1,62,54,5.11,5.15,3.18,1569
24211,0.53,Ideal,D,VS2,60.9,57,5.17,5.24,3.17,1783
24212,0.5,Very Good,G,VVS2,63.4,57,5.1,5.06,3.22,1806
24214,0.28,Very Good,E,VS1,62.8,60,4.16,4.21,2.63,434
24218,2.01,Premium,I,VS2,61.7,60,8.09,8.02,4.97,16700
24219,1.05,Ideal,F,VS2,59.1,57,6.67,6.66,3.94,7697
24220,0.42,Ideal,G,VS2,62.2,54,4.8,4.82,2.99,847
24221,0.39,Ideal,F,SI1,,56,4.69,4.72,2.88,919
24223,1,Very Good,H,SI2,64.1,54,6.3,6.33,4.05,3991
24227,1.56,Good,I,VS2,57.2,62,7.72,7.66,4.4,9784
24229,0.31,Ideal,J,VS2,62.3,54,4.35,4.38,2.72,396
24230,1.01,Very Good,F,VS2,63.1,60,6.39,6.29,4,6271
24232,1.03,Premium,E,VS1,59.6,59,6.59,6.57,3.92,7817
24234,0.72,Very Good,G,SI1,63.1,57,5.71,5.67,3.59,2385
24235,1.21,Very Good,H,SI1,60.2,58,6.89,6.93,4.16,6229
24238,1.11,Premium,E,SI1,61.3,58,6.61,6.66,4.07,5802
24243,1.5,Very Good,E,SI2,62.7,59,7.22,7.3,4.55,8167
24244,0.59,Very Good,H,VVS2,61.1,57,5.39,5.48,3.32,1771
24246,1.51,Very Good,I,SI1,59.3,59,7.49,7.59,4.47,8856
24248,0.33,Ideal,G,IF,61.7,55,4.47,4.48,2.76,946
24252,1,Premium,H,VS2,58.4,60,6.36,6.3,3.7,4514
24260,0.31,Ideal,H,VS2,62,55,4.36,4.38,2.71,507
24261,0.7,Ideal,E,SI1,60.1,57,5.78,5.83,3.49,2929
24262,0.53,Ideal,G,VVS2,61,56,5.21,5.25,3.19,1946
24263,0.53,Good,E,VS2,63.7,55,5.12,5.15,3.27,1607
24264,0.36,Premium,E,VS2,62.3,58,4.55,4.51,2.82,1013
24276,0.7,Very Good,D,VS1,61.2,56,5.68,5.75,3.5,3567
24277,1.52,Premium,G,VS1,62.4,58,7.37,7.3,4.58,13034
24283,0.32,Ideal,G,VS1,61.3,55,4.45,4.43,2.72,707
24285,1.01,Very Good,F,SI1,62.1,57,6.41,6.48,4,4969
24286,0.81,Premium,D,VS1,62.3,58,6,5.94,3.72,4209
24288,0.75,Premium,G,SI2,58.8,60,5.99,5.89,3.49,2070
24290,0.53,Ideal,I,VS2,61.9,54,5.21,5.23,3.23,1173
24292,0.42,Ideal,E,SI1,62.1,55,4.81,4.79,2.98,953
24293,0.5,Very Good,E,VS2,63.6,59,4.99,5.04,3.19,1446
24294,1.07,Premium,G,VS1,62,58,6.59,6.53,4.07,6730
24295,0.46,Ideal,E,VS1,60.3,56,5.02,5.06,3.04,1834
24298,0.31,Very Good,J,SI2,63.3,58,4.35,4.34,2.75,430
24299,0.37,Premium,D,SI1,62.3,56,4.64,4.61,2.88,874
24300,0.24,Ideal,F,VS2,62.2,57,3.96,4.01,2.48,419
24302,0.73,Very Good,E,SI2,59.3,57,5.88,5.95,3.51,2395
24308,0.33,Ideal,H,VVS1,61.5,56,4.46,4.49,2.75,730
24309,1.51,Very Good,H,VS1,61.5,54,7.34,7.42,4.54,10045
24310,0.7,Premium,D,VS1,60.9,60,5.75,5.71,3.49,3183
24311,1.12,Premium,G,SI2,62.8,58,6.62,6.57,4.14,4478
24312,1.02,Good,E,I1,63.1,60,6.31,6.4,4.01,3051
24313,1.06,Very Good,H,SI1,62.2,58,6.45,6.53,4.04,4878
24320,0.71,Fair,H,VS2,62.1,70,5.67,5.6,3.5,1832
24321,0.7,Very Good,G,SI2,59,62,5.79,5.81,3.42,2872
24323,1.29,Ideal,J,SI1,61.5,57,7,7.06,4.32,6097
24327,2.01,Very Good,F,SI2,61.6,56,8.17,8.13,5.02,15188
24334,0.31,Ideal,D,VS2,60.4,56,4.42,4.39,2.66,942
24336,0.9,Very Good,F,SI2,60.3,57,6.27,6.34,3.8,3519
24337,0.34,Ideal,F,VVS2,62,54.2,4.47,4.49,2.78,846
24338,0.35,Ideal,I,VS2,59.8,57,4.59,4.6,2.75,491
24341,0.35,Premium,G,VS1,61.2,56,4.56,4.53,2.78,906
24344,1.25,Very Good,J,VS1,60.4,60,6.99,7.08,4.25,5628
24350,1,Very Good,H,VS2,63.3,60,6.31,6.22,3.97,4514
24354,0.33,Premium,E,VVS1,60.1,58,4.51,4.47,2.7,1052
24355,1.01,Very Good,F,SI2,60.7,57,6.42,6.46,3.91,4004
24356,1.56,Premium,D,SI1,62.6,58,7.36,7.44,4.63,12226
24358,0.32,Ideal,I,VS2,61.5,56,4.41,4.4,2.71,576
24361,0.6,Ideal,E,SI1,61.2,57,5.43,5.45,3.33,2069
24362,1.71,Ideal,J,VVS2,,59,7.65,7.68,4.72,10945
24363,1,Very Good,G,VS2,60.8,55,6.46,6.49,3.94,6296
24364,0.5,Very Good,E,VS2,61.3,62,5.05,5.1,3.11,1407
24366,0.31,Ideal,F,VVS1,62.4,54,4.33,4.35,2.71,840
24368,0.37,Ideal,G,IF,62.1,54,4.6,4.64,2.87,1056
24369,0.71,Ideal,H,VS2,61.8,55,5.73,5.75,3.55,3080
24373,0.41,Ideal,F,VVS1,62.3,55,4.79,4.74,2.97,1356
24376,0.31,Ideal,G,VS2,61.6,55,4.37,4.39,2.7,544
24381,0.3,Fair,F,SI1,64.6,56,4.27,4.25,2.75,599
24384,1.02,Good,F,SI1,64.3,58,6.28,6.32,4.05,4936
24385,1.15,Ideal,H,SI2,62.2,57,6.68,6.63,4.14,4186
24386,0.3,Ideal,F,VVS1,62.5,57,4.26,4.29,2.67,814
24387,1.16,Premium,F,VVS1,60.4,60,6.9,6.77,4.13,10809
24388,0.33,Ideal,E,VS1,59.6,56,4.49,4.54,2.69,781
24389,0.26,Premium,E,VS1,61.9,58,4.1,4.11,2.54,452
24395,0.24,Very Good,F,VVS1,58.7,59,4.04,4.1,2.39,552
24396,0.34,Ideal,I,VS2,61.1,55,4.51,4.55,2.77,495
24397,0.32,Ideal,G,SI1,61.4,55,4.4,4.46,2.72,461
24399,0.55,Ideal,F,VS2,62.7,55,5.24,5.26,3.29,1580
24403,0.7,Very Good,G,VS1,63.2,58,5.61,5.65,3.56,2473
24410,0.41,Ideal,E,VVS2,62.2,54,4.79,4.76,2.97,1243
24412,0.52,Very Good,G,SI1,61.9,59,5.08,5.13,3.16,1232
24414,0.72,Very Good,J,VS1,62.3,57,5.73,5.77,3.58,2136
24416,0.52,Ideal,D,VS2,62.6,56,5.11,5.14,3.21,1822
24417,1.55,Premium,I,SI2,58.5,60,7.64,7.58,4.45,7972
24419,0.54,Ideal,J,VVS2,61.6,57,5.25,5.23,3.23,1720
24421,2.05,Ideal,J,VVS2,62.7,56,8.18,8.11,5.11,17214
24422,0.9,Very Good,G,SI2,63.1,55,6.16,6.13,3.88,3452
24424,1.2,Ideal,G,SI1,61.2,56,6.92,6.84,4.21,6502
24425,0.51,Premium,D,VS2,61.1,59,5.16,5.12,3.14,1882
24429,0.34,Very Good,D,SI1,59.6,59,4.55,4.57,2.72,626
24438,2.26,Premium,H,SI2,61.9,58,8.37,8.33,5.17,11226
24439,1.01,Very Good,J,SI1,62.8,57,6.37,6.41,4.01,3998
24441,0.35,Ideal,D,SI1,62.3,55,4.56,4.52,2.83,827
24442,0.71,Ideal,F,SI2,60.7,57,5.78,5.81,3.52,2291
24446,2.22,Ideal,I,VS2,61.3,56,8.36,8.45,5.15,18363
24447,0.77,Ideal,D,SI1,62.6,57,5.92,5.81,3.67,2898
24449,0.56,Ideal,H,VS1,62.8,56,5.28,5.23,3.3,1698
24452,1.02,Ideal,E,SI1,60.7,57,6.55,6.51,3.97,5055
24456,0.3,Ideal,G,VVS1,62,54.9,4.3,4.33,2.68,735
24459,0.42,Ideal,G,VS1,62.5,54,4.84,4.79,3.01,984
24467,0.91,Ideal,F,SI2,60.3,57,6.26,6.34,3.8,3763
24469,1.51,Premium,G,VS1,62.5,58,7.27,7.23,4.53,13811
24470,1.13,Ideal,H,SI1,62,57,6.66,6.73,4.15,4959
24471,0.42,Ideal,D,VVS2,61.4,56,4.82,4.85,2.97,1326
24476,0.42,Very Good,D,SI1,60.8,59,4.82,4.85,2.94,810
24477,0.33,Premium,F,VS2,62.4,58,4.37,4.41,2.74,666
24480,1.1,Ideal,G,VS2,62,56,6.6,6.68,4.12,6534
24481,1.11,Ideal,D,SI2,61.6,55,6.66,6.62,4.09,5648
24485,1.3,Ideal,G,VS2,62.3,55,7,6.93,4.34,9540
24486,0.32,Ideal,F,VS1,61.9,56,4.4,4.36,2.71,900
24487,1.5,Fair,E,SI1,58.2,66,7.45,7.4,4.32,11128
24488,1.01,Very Good,H,SI1,63.5,62,6.36,6.24,4,4513
24490,0.92,Very Good,F,SI2,60.6,63,6.34,6.25,3.81,3534
24492,0.63,Fair,H,VS1,57.3,62.5,5.65,5.7,3.25,1760
24501,0.43,Premium,I,SI2,59.8,59,4.94,4.9,2.94,726
24502,0.28,Very Good,E,VVS2,63.2,56,4.17,4.21,2.65,669
24504,0.41,Ideal,G,IF,62.1,57,4.77,4.76,2.96,1336
24507,1.2,Ideal,G,SI1,61.8,59,6.77,6.8,4.19,6762
24509,0.74,Ideal,I,VS1,60.8,57,5.86,5.88,3.57,2557
24510,0.31,Very Good,E,SI1,63.1,57,4.35,4.3,2.73,698
24512,0.32,Ideal,E,VVS2,62.3,56,4.37,4.4,2.73,842
24514,1.5,Ideal,G,SI2,61.4,56,7.38,7.34,4.52,8736
24517,0.52,Very Good,E,VS1,58.9,64,5.23,5.3,3.1,2092
24520,0.72,Ideal,I,VS1,61.4,58,5.73,5.76,3.53,2586
24523,0.32,Ideal,F,VVS1,61.5,56,4.41,4.43,2.72,867
24524,0.3,Ideal,J,VVS2,62.1,56,4.31,4.32,2.68,439
24525,0.31,Premium,G,VS2,62.4,59,4.38,4.34,2.72,698
24526,1.52,Very Good,G,VS2,62.4,56,7.26,7.36,4.56,11093
24527,1,Premium,G,VS2,60,59,6.52,6.47,3.9,5967
24530,0.8,Ideal,F,SI2,62,57,5.96,5.98,3.7,2495
24535,1,Very Good,E,VS2,62.1,59,6.34,6.38,3.95,6600
24536,1.06,Ideal,I,VS1,61.8,56,6.5,6.57,4.05,6060
24539,0.71,Very Good,F,SI1,63.3,60,5.61,5.54,3.53,2198
24541,1.13,Ideal,H,VS2,62,57,6.7,6.66,4.14,5885
24545,1.74,Premium,G,VS1,61.7,58,7.78,7.69,4.77,17904
24547,0.57,Very Good,D,VS2,61.4,56,5.34,5.37,3.29,1998
24559,0.32,Very Good,F,VS2,60.8,58,4.41,4.44,2.69,645
24560,2.07,Premium,H,SI1,61.1,58,8.27,8.2,5.03,13844
24561,0.43,Premium,G,IF,61.4,59,4.79,4.85,2.96,1433
24563,0.35,Ideal,D,VS2,61.8,55,4.56,4.53,2.81,1063
24569,0.3,Very Good,I,VS1,63,53,4.26,4.31,2.7,473
24573,2.56,Premium,J,SI1,61.4,58,8.76,8.73,5.37,17186
24582,1.7,Ideal,J,VS2,62.2,56,7.64,7.61,4.74,9276
24586,1.22,Ideal,H,SI2,61.7,56,6.87,6.93,4.26,5502
24588,0.33,Ideal,D,VS2,,55,4.47,4.5,2.73,781
24591,0.91,Very Good,D,SI1,63.5,56,6.13,6.18,3.91,4389
24595,0.7,Good,H,VS2,64.1,58,5.51,5.57,3.55,2137
24597,1.74,Ideal,J,VS1,61.1,56,7.85,7.79,4.78,11194
24599,2,Ideal,I,SI1,61.4,57,8.05,8.11,4.96,16407
24600,0.33,Ideal,D,VS2,60.7,56,4.48,4.5,2.73,803
24601,1.52,Premium,I,SI2,62.2,59,7.36,7.27,4.56,6214
24605,0.61,Ideal,G,VS1,62.1,56,5.42,5.44,3.37,2167
24607,1,Premium,F,VS2,59,59,6.54,6.51,3.85,7072
24609,0.3,Ideal,E,VS2,62,56,4.34,4.3,2.68,844
24611,1.06,Ideal,G,SI2,61,56,6.62,6.56,4.02,3321
24612,0.9,Ideal,E,SI1,61.1,56,6.21,6.23,3.8,4854
24617,1.6,Ideal,J,SI1,62.8,55,7.48,7.42,4.68,8418
24618,1.1,Very Good,F,SI1,60.5,60,6.65,6.67,4.03,5667
24621,1.21,Premium,J,VS2,61.9,58,6.84,6.79,4.22,4968
24622,1.01,Good,D,SI2,63.1,54,6.37,6.43,4.04,4260
24623,1.01,Premium,F,SI1,61.9,56,6.53,6.45,4.02,5599
24624,0.7,Fair,F,SI1,65.9,59,5.53,5.49,3.63,2167
24627,0.5,Ideal,I,SI1,61.5,54,5.13,5.15,3.16,1008
24628,0.7,Very Good,G,VS1,59.3,62,5.74,5.8,3.42,2473
24631,2.03,Ideal,I,SI1,62.9,57,8.06,8.02,5.06,15291
24633,0.34,Premium,G,VS2,61.6,60,4.47,4.49,2.76,596
24638,0.91,Premium,F,SI1,62.6,56,6.18,6.13,3.85,3618
24639,1.01,Good,E,SI2,63.7,58,6.32,6.36,4.04,4666
24648,0.52,Ideal,D,SI1,60.9,57,5.17,5.21,3.16,1600
24652,0.35,Ideal,D,VS1,60.1,57,4.58,4.61,2.76,862
24654,1.52,Ideal,G,SI2,61.3,57,7.39,7.36,4.52,8852
24655,1.01,Good,H,SI1,59.5,62,6.49,6.55,3.88,5197
24656,1.22,Very Good,J,SI1,58.8,61,6.94,7,4.1,4969
24659,0.31,Ideal,G,IF,61,56,4.38,4.41,2.68,891
24665,0.36,Premium,F,SI1,,59,4.62,4.58,2.81,770
24672,1.02,Premium,F,SI2,60.4,60,6.53,6.49,3.93,4238
24674,0.27,Ideal,G,VS2,61.6,54,4.17,4.2,2.58,490
24676,1.19,Ideal,G,SI1,62.3,55,6.76,6.81,4.23,6335
24679,0.43,Very Good,H,SI1,61.5,58,4.8,4.86,2.97,716
24683,0.25,Ideal,D,SI1,61.5,55,4.09,4.14,2.52,452
24684,1.4,Premium,I,VVS2,62,58,7.22,7.16,4.46,8467
24686,1.25,Ideal,G,IF,60.2,54,6.99,7.03,4.22,11511
24687,1.06,Ideal,F,IF,61,57,6.55,6.64,4.02,10995
24690,0.9,Ideal,D,SI1,61.2,55,6.25,6.21,3.81,5226
24691,1.01,Very Good,D,SI2,60.3,57,6.51,6.56,3.94,4588
24695,0.3,Ideal,E,VVS2,61.3,54,4.34,4.37,2.67,837
24698,0.69,Premium,H,SI1,62.8,58,5.65,5.62,3.54,1822
24699,1.2,Very Good,H,SI1,62.3,57,6.78,6.76,4.22,6569
24702,0.38,Premium,H,VS2,61.8,58,4.63,4.66,2.87,700
24703,0.51,Ideal,G,VS2,61.8,55,5.15,5.18,3.19,1557
24707,0.31,Ideal,G,VS1,60.8,57,4.39,4.42,2.68,645
24710,0.3,Very Good,G,IF,61.4,58,4.27,4.33,2.64,774
24714,1.23,Premium,G,SI1,62.5,59,6.84,6.77,4.25,6909
24716,1.4,Premium,G,SI2,,60,7.1,7.16,4.42,7225
24718,0.72,Good,I,SI1,63.6,59,5.61,5.58,3.56,1909
24720,0.35,Fair,G,VS2,65.9,54,5.57,5.53,3.66,1415
24722,0.3,Ideal,F,VS1,61.2,57,4.32,4.34,2.65,621
24723,1.58,Fair,H,SI1,64.7,58,7.28,7.22,4.69,7333
24725,1.51,Very Good,H,SI1,63.3,57,7.23,7.34,4.61,10053
24727,0.91,Fair,D,SI1,65.2,57,6.08,6.04,3.95,3730
24731,1.74,Ideal,G,VS2,62.9,57,7.68,7.64,4.82,16316
24732,0.74,Ideal,E,VS2,61.9,57,5.81,5.78,3.59,2901
24735,1.52,Very Good,I,VS2,63.3,61,7.27,7.23,4.59,8938
24744,0.31,Ideal,E,VS2,61,54,4.37,4.41,2.68,680
24745,1,Fair,D,SI1,67.3,57,6.15,6.04,4.1,5096
24746,0.38,Ideal,F,VS1,62.8,56,4.64,4.59,2.9,998
24747,0.32,Very Good,D,SI1,63.1,57,4.38,4.37,2.76,756
24749,0.3,Ideal,E,VS1,61.7,57,4.31,4.28,2.65,911
24750,0.42,Ideal,F,VS1,60.9,57,4.88,4.84,2.96,1103
24751,0.33,Premium,F,VS2,60.1,58,4.45,4.47,2.68,666
24753,2.42,Premium,J,VS2,61.3,59,8.61,8.58,5.27,17168
24754,0.32,Ideal,E,IF,60.6,60,4.43,4.45,2.69,1004
24755,0.3,Good,I,VVS1,63.8,56,4.23,4.26,2.71,552
24757,0.41,Ideal,D,VS2,61.7,56,4.81,4.78,2.96,1076
24760,0.54,Ideal,F,VS1,61.8,54,5.24,5.27,3.25,1724
24771,0.9,Ideal,F,SI1,62.3,56,6.17,6.13,3.83,4103
24772,0.5,Premium,F,VS2,,58,5.1,5.07,3.14,1654
24773,0.93,Ideal,H,VS1,62.7,54,6.25,6.2,3.9,4265
24775,0.28,Very Good,E,VS1,60.9,59,4.19,4.22,2.56,487
24777,1.26,Very Good,G,VVS1,60.2,59,6.98,7.07,4.23,10922
24786,0.23,Very Good,E,VVS1,61.2,57,3.96,3.98,2.43,478
24793,1.19,Very Good,J,SI1,60,57,6.93,6.89,4.15,5390
24797,1.03,Premium,G,SI1,60.1,60,6.55,6.52,3.93,5581
24799,0.5,Very Good,D,SI2,58.9,60,5.2,5.23,3.07,1123
24801,0.41,Ideal,G,VS2,62.5,56,4.75,4.72,2.96,1061
24802,0.32,Premium,E,VVS2,61.5,58,4.36,4.42,2.7,842
24804,0.31,Ideal,D,VS2,62.1,55,4.32,4.38,2.7,636
24813,1.5,Premium,E,VS1,60.1,60,7.42,7.48,4.48,13513
24817,1.19,Premium,H,VS2,61.1,58,6.83,6.78,4.16,6944
24818,1.04,Ideal,H,SI2,61.1,56,6.6,6.66,4.05,4290
24821,0.51,Good,E,VS2,63.8,57,5.07,5.05,3.23,1662
24822,0.23,Very Good,F,VS2,61,59,3.95,3.99,2.42,402
24824,0.78,Ideal,F,SI2,60.6,55,5.99,6,3.63,2365
24826,0.34,Ideal,D,VVS1,61.7,57,4.52,4.49,2.78,1211
24828,0.3,Good,H,VVS1,63.4,57,4.27,4.31,2.72,684
24829,0.46,Very Good,F,VVS1,62.3,56,4.94,4.98,3.09,1838
24835,0.32,Very Good,G,VS2,60.9,58,4.42,4.45,2.7,564
24836,0.3,Ideal,I,VS1,62.5,54,4.3,4.34,2.7,457
24837,0.42,Ideal,G,VVS1,61.6,55,4.85,4.82,2.98,1235
24838,0.32,Ideal,D,VS2,61.7,55,4.39,4.42,2.72,1066
24848,0.33,Premium,D,SI1,60.1,59,4.49,4.46,2.69,780
24849,1.5,Premium,G,VS2,59.9,58,7.38,7.34,4.41,11189
24851,1.21,Ideal,I,VS1,60.3,60,6.89,6.93,4.17,6279
24854,0.72,Premium,F,SI2,61.7,58,5.73,5.78,3.55,2058
24856,0.3,Very Good,G,SI1,59.5,63,4.29,4.32,2.56,447
24857,0.52,Very Good,F,SI1,60,58,5.21,5.26,3.14,1261
24860,1.53,Ideal,E,SI1,61.2,58,7.39,7.44,4.54,13324
24862,0.72,Ideal,F,SI2,62.1,57,5.72,5.75,3.56,2241
24864,1.01,Ideal,D,SI1,63,56,6.36,6.41,4.02,6579
24865,1.2,Very Good,H,VVS1,63.3,56,6.75,6.7,4.26,6672
24867,0.4,Good,D,SI1,63.5,55,4.67,4.72,2.98,720
24868,0.9,Very Good,D,SI2,58.8,59,6.24,6.28,3.68,3643
24870,1.07,Premium,H,VS2,58.9,58,6.7,6.65,3.93,4830
24871,1.01,Premium,F,VS2,60.8,57,6.52,6.47,3.95,6702
24872,0.31,Ideal,G,VVS1,62.8,57,4.33,4.3,2.71,977
24876,1.5,Very Good,H,SI1,61.4,57,7.27,7.33,4.48,9035
24877,0.4,Very Good,F,VS1,61.5,59,4.71,4.76,2.91,982
24880,1.1,Ideal,F,SI2,60.4,55,6.73,6.77,4.08,4809
24881,0.71,Ideal,D,SI2,61.3,57,5.71,5.78,3.52,2610
24882,0.46,Ideal,H,SI1,61.1,55,4.97,5.01,3.05,1130
24883,0.3,Ideal,G,IF,61.7,53,4.33,4.36,2.68,850
24884,0.37,Very Good,E,VS1,62.8,55,4.61,4.63,2.9,818
24886,0.7,Ideal,F,VS1,,58,5.7,5.73,3.5,3154
24887,1.8,Premium,I,SI2,61.8,59,7.9,7.8,4.85,8457
24889,2.03,Very Good,D,SI2,63.1,59,8.12,7.99,5.08,12765
24890,1.01,Ideal,G,VS2,61,56,6.47,6.51,3.96,6734
24891,0.53,Premium,E,SI1,61.9,56,5.22,5.19,3.22,1607
24892,0.71,Premium,E,SI2,62.2,57,5.74,5.68,3.55,2386
24893,1.36,Very Good,H,VS1,59.9,58,7.16,7.2,4.3,9178
24896,1,Premium,H,VS2,60.4,58,6.51,6.46,3.92,4984
24901,1.1,Ideal,H,VVS2,59.7,58,6.76,6.7,4.01,6616
24909,1.2,Very Good,F,VVS1,59.8,63,6.82,6.8,4.07,11913
24912,1.31,Very Good,G,VVS2,62.2,59,6.91,6.98,4.32,11108
24913,0.39,Premium,F,VVS1,59.7,58,4.75,4.73,2.83,1290
24914,1.01,Very Good,I,SI2,61.5,62,6.37,6.41,3.93,3299
24915,0.31,Ideal,H,IF,61.2,56,4.36,4.4,2.68,789
24916,0.56,Ideal,G,IF,61.8,56,5.28,5.34,3.28,2442
24920,0.81,Very Good,D,SI1,63.1,57,5.91,5.94,3.74,3462
